test_id,file_size_mb,iteration,job_id,total_time_s,execution_time_s,status,total_tasks,completed_tasks,failed_tasks,avg_cpu_percent,max_memory_mb,avg_memory_mb,split_size,num_reducers
1.0MB_iter1,1.0,1,b791450e-07d4-4e57-855c-48546ea40bea,11.129703998565674,10.058117866516113,completed,3,3,0,9.066666666666666,5294.703125,5277.868489583333,1,1
1.0MB_iter2,1.0,2,a5134e47-5263-4265-a332-cadb3c1ff915,10.217046737670898,10.05055856704712,completed,3,3,0,14.466666666666667,5281.0,5271.696614583333,1,1
5.0MB_iter1,5.0,1,07918ec6-aab4-459f-a5b3-11ba9b327aa7,35.67699217796326,35.06795930862427,completed,8,8,0,34.475,5312.90625,5272.953125,1,2
5.0MB_iter2,5.0,2,03846852-88ad-4b2e-b7ab-53a0422a499b,41.53925275802612,40.067827463150024,completed,8,8,0,32.52222222222222,5303.35546875,5244.051215277777,1,2
